Wall time,Step,Value
1579616625.1387198,54,0.7894737124443054
1579616829.4015892,55,0.7473683953285217
1579617035.0101724,56,0.7421053051948547
1579617239.9344583,57,0.7368420958518982
1579617443.1328187,58,0.7894737124443054
1579617646.1471708,59,0.7263157367706299
1579617849.1257863,60,0.8052631616592407
1579618052.548435,61,0.8105263710021973
1579618256.4242642,62,0.7526315450668335
1579618460.277593,63,0.7578946948051453
1579618664.501686,64,0.7736842036247253
1579618868.0619988,65,0.7894737124443054
1579619071.7926595,66,0.815789520740509
1579619275.554723,67,0.8421052694320679
1579619479.2625163,68,0.7842105627059937
1579619682.6469567,69,0.7947368621826172
1579619886.464573,70,0.7894737124443054
1579620149.855375,71,0.8263157606124878
1579620353.884032,72,0.8368420600891113
1579620557.583236,73,0.7894737124443054
1579620761.5626168,74,0.7894737124443054
1579620966.8511627,75,0.800000011920929
1579621170.3973424,76,0.8157894611358643
1579621374.1696653,77,0.7842105627059937
1579621578.2781482,78,0.800000011920929
1579621781.6624217,79,0.7894737124443054
1579621985.4113224,80,0.800000011920929
1579622189.407286,81,0.8578947186470032
1579622393.3191724,82,0.7894737124443054
1579622596.9958677,83,0.8105263113975525
1579622800.7998412,84,0.8315789699554443
1579623004.9581606,85,0.8315789103507996
1579623208.8574314,86,0.8315790295600891
1579623412.7670925,87,0.884210467338562
1579623616.2648928,88,0.821052610874176
1579623820.2071044,89,0.8578947186470032
1579624024.48457,90,0.8526316285133362
1579624228.5235972,91,0.821052610874176
1579624432.024933,92,0.8578947186470032
1579624635.9605076,93,0.8578947186470032
1579624839.8958142,94,0.8736842274665833
1579625044.516938,95,0.8105263710021973
1579625248.8399606,96,0.8315789699554443
1579625452.7394955,97,0.8157894611358643
1579625656.4823465,98,0.7789473533630371
1579625860.7508843,99,0.8263157606124878
1579626065.2850578,100,0.8210526704788208
1579626328.2463825,101,0.8210526704788208
1579626531.4883413,102,0.8263157606124878
1579626735.9254634,103,0.8473684191703796
1579626940.2652216,104,0.8684210777282715
1579627143.7752373,105,0.8789474368095398
1579627347.555241,106,0.8894736766815186
1579627551.658807,107,0.8789474368095398
1579627755.9055665,108,0.8473684191703796
1579627960.2712164,109,0.8736842274665833
1579628164.3911633,110,0.8999999165534973
1579628368.26139,111,0.8894736766815186
1579628572.8601427,112,0.8578947186470032
1579628776.9099202,113,0.8578947186470032
1579628981.2397213,114,0.8789474368095398
1579629185.216569,115,0.8842105865478516
1579629389.532796,116,0.8526316285133362
1579629593.829749,117,0.9052631855010986
1579629798.3556423,118,0.884210467338562
1579630002.694777,119,0.8736842274665833
1579630206.9940531,120,0.8315789103507996
1579630411.4503634,121,0.8052631616592407
1579630615.9265726,122,0.8631578683853149
1579630819.8185487,123,0.8631578683853149
1579631024.2006142,124,0.8684210777282715
1579631228.8590913,125,0.8263157606124878
1579631434.0955312,126,0.8736842274665833
1579631640.3595617,127,0.8315789103507996
1579631846.6323035,128,0.8894736766815186
1579632052.109656,129,0.8421052694320679
1579632258.4527888,130,0.9000000357627869
1579632462.7689264,131,0.8578947186470032
1579632667.8578207,132,0.9052631855010986
1579632872.8925424,133,0.8263158202171326
1579633076.4239352,134,0.8684210777282715
1579633280.2608194,135,0.8421052694320679
1579633484.7338393,136,0.8421052694320679
1579633688.3868735,137,0.8684210777282715
1579633892.4256308,138,0.8736842274665833
1579634096.727714,139,0.884210467338562
1579634300.294454,140,0.884210467338562
1579634504.3955958,141,0.8842105865478516
1579634708.5964532,142,0.8684210777282715
1579634913.456148,143,0.7947368025779724
1579635119.4731598,144,0.8947368264198303
1579635325.9270587,145,0.8473683595657349
